,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
1363,Business Intelligence Developer,abcfinance GmbH,Köln,['Feste Anstellung'],,,"['kanban', 'scrum', 'azure', 'sql', 'python', 'ci/cd', 'programming language', 'data engineering', 'devops/mlops', 'bi tools', 'database', 'data warehouse']",['degree'],"['economic', 'computer science', 'business']",IT,Data & AI,BI,,True,False,True
1364,Database Manager Business Intelligence,TUI Cruises GmbH,Hamburg,['Befristeter Vertrag'],"['german', 'english']",['communication'],"['sql', 'python', 'azure', 'programming language', 'data engineering', 'dbt (data build tool)', 'bi tools', 'database']",,,IT,Data & AI,BI,,True,False,True
1365,Official Data Protection Officer Or Official Data Protection Officer,Kreis Stormarn,Bad Oldesloe,['Feste Anstellung'],"['german', 'english']","['analytical', 'initiative']",['ms office'],,,Legal,Compliance & Regulatory,Compliance & Regulatory,,False,True,True
1366,Buyer,Danaher,Bad Kreuznach,,"['german', 'english']",,['sap'],,,Business,Procurement,Strategic Sourcing,2y,False,False,False
1367,Deputy Management Quality Control Area Food Analytical Method Development,Queisser Pharma GmbH & Co. KG,Flensburg,['Befristeter Vertrag'],,['analytical'],['ms office'],,,IT,Data & AI,Data Analysis,,False,False,True
1368,Security Engineer,N26 GmbH,Berlin,['Feste Anstellung'],,"['analytical', 'collaboration', 'communication']","['aws', 'python', 'go', 'gcp', 'azure', 'cloud computing', 'programming language', 'data lake']",,,IT,DevOps & Cloud,DevOps Engineering,,True,False,True
1369,Engineer Specialist Road Construction Bachelor Engineering Science,Stadt Seelze,"30926 Seelze, Deutschland",['Feste Anstellung'],,,['ms office'],"[""bachelor's"", 'diploma', 'degree']",['engineering'],Engineering,Civil & Structural,Civil & Structural,,False,True,True
1370,Planner Civil Engineer Infrastructure Planning,Drees & Sommer SE,"Stuttgart, München, Frankfurt am Main, Berlin, Köln, Hamburg",['Feste Anstellung'],"['german', 'english']",,"['word', 'revit']",['degree'],"['engineering', 'technical']",Engineering,Civil & Structural,Civil & Structural,1y,True,True,True
1371,Consultant Google Cloud,Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",['Feste Anstellung'],"['german', 'english']","['analytical', 'communication']",['cloud'],['degree'],"['economic', 'computer science']",IT,DevOps & Cloud,Cloud Engineering,,True,False,True
1372,Planning Manager Infrastructure Planning,Drees & Sommer SE,"Stuttgart, Stuttgart, München, Frankfurt, Berlin, Köln, Hamburg",['Feste Anstellung'],"['german', 'english']","['leadership', 'communication']",['cloud'],['degree'],"['engineering', 'technical']",Business,Finance,Wealth Management,,True,False,True
1373,Planning Manager Infrastructure Dewaying Planning,Drees & Sommer SE,"Stuttgart, München, Frankfurt, Berlin, Köln, Hamburg",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['revit'],['degree'],"['engineering', 'technical']",Business,Finance,Wealth Management,,True,False,True
1374,Intern Rollout-Management Cx Measurement Insights,Mercedes-Benz AG,Stuttgart,['Praktikum'],"['german', 'english']","['creativity', 'adaptability', 'management', 'communication']",['project management'],,,IT,Data & AI,Data Analysis,,True,False,True
1375,Performance Marketing Manager,Frankfurter Allgemeine Zeitung GmbH (F.A.Z.),Frankfurt am Main,['Feste Anstellung'],,,[],['degree'],['business'],Business,Sales & Marketing,Digital Marketing,,True,False,True
1376,Mechatronician Vision Systems,MULTIVAC Group,Wolfertschwenden,['Feste Anstellung'],,,[],,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
1377,Sales Manager Healthcare Life Science,jambit GmbH,deutschlandweit,['Feste Anstellung'],['german'],['communication'],[],,,Business,Sales & Marketing,Digital Marketing,,False,False,True
1378,Consultant Cloud Aws,Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",['Feste Anstellung'],"['german', 'english']","['analytical', 'communication']",['aws'],['degree'],"['economic', 'computer science']",IT,DevOps & Cloud,Cloud Engineering,,True,False,True
1379,Analyst Fund Portfolio Management Pan-European Real Estate Investments,Morgan Stanley,"Frankfurt, Germany",['Feste Anstellung'],,"['communication', 'management', 'communicates', 'analytical', 'attention to detail']",['data foundation'],,,Business,Finance,Wealth Management,,False,False,True
1380,It Project Manager Automotive,FERCHAU – Connecting People and Technologies,Stuttgart,['Feste Anstellung'],['english'],['management'],"['cloud', 'project management']",,,IT,IT Management,Product & Project Management,,False,False,True
1381,Service Manager,DATAGROUP,"München, Oberursel, Düsseldorf",['Feste Anstellung'],"['german', 'english']",['management'],[],"['certification', 'degree']","['economic', 'business']",IT,IT Management,Product & Project Management,,True,False,True
1382,Project Manager Plm Iot System Solutions,CONTACT Software GmbH,"Wien, Bremen, Berlin, Paderborn, Köln, Frankfurt, Karlsruhe, München, Ingolstadt",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['project management'],['certification'],"['economic', 'technical', 'computer science', 'engineering', 'business']",Project Manager,Project Manager,Project Manager,,True,False,True
1383,Manager Global Tender Management,Hapag-Lloyd AG,Hamburg,['Feste Anstellung'],,"['communicates', 'organized', 'analytical']",['excel'],,,Business,Finance,Wealth Management,,True,False,True
1384,Operational R Data Protection Officer R,Forschungszentrum Jülich GmbH,Jülich bei Köln,['Feste Anstellung'],,['management'],"['data foundation', 'programming language']",,,Legal,Compliance & Regulatory,Compliance & Regulatory,,True,False,True
1385,Service Manager,DATAGROUP,"München, Oberursel, Düsseldorf",['Feste Anstellung'],"['german', 'english']",['management'],[],"['certification', 'degree']","['economic', 'business']",IT,IT Management,Product & Project Management,,True,False,True
1386,Operational R Data Protection Officer R,Forschungszentrum Jülich GmbH,Jülich bei Köln,['Feste Anstellung'],,['management'],"['data foundation', 'programming language']",,,Legal,Compliance & Regulatory,Compliance & Regulatory,,True,False,True
1387,Supplier Relationship Manager Technology,Danaher,Bad Kreuznach,,"['german', 'english']","['adaptability', 'management']",['supply chain'],"[""bachelor's"", 'degree']",['engineering'],Business,Procurement,Vendor Management,3y,False,False,False
1388,Expert Systems Engineering Nh90 Tth,HENSOLDT,Fürstenfeldbruck,['Feste Anstellung'],,['initiative'],"['java', 'programming language']",['degree'],"['engineering', 'technical']",Engineering,Electrical Engineering,Electrical Engineering,,False,True,True
1389,Software Engineer Ui Ux,Danaher,Wetzlar,,"['german', 'english']",,['programming language'],,,IT,Software Development,Full-Stack Development,,False,False,False
1390,Seo Manager,Bauer Media Group,Hamburg,['Befristeter Vertrag'],,,['google analytics'],,,Business,Sales & Marketing,Digital Marketing,5y,True,False,True
1391,Consultant Financial Services - Digital Audit Section,KPMG AG Wirtschaftsprüfungsgesellschaft,"Bremen, München, Köln, Hamburg, Frankfurt, Düsseldorf, Hannover, Berlin, Mannheim, Münster",['Feste Anstellung'],"['german', 'english']",,[],"[""bachelor's"", ""master's"", 'degree']","['economic', 'computer science']",IT,Data & AI,Data Analysis,,True,False,True
1392,Development Manager,Statista GmbH,Hamburg,['Feste Anstellung'],"['german', 'english']","['analytical', 'initiative']",[],,,Business,Finance,Wealth Management,5y,True,False,True
1393,Solution Sales Executive,SAP SE,"Walldorf, DE, 69190",['Feste Anstellung'],"['german', 'english']",['management'],['cloud'],,,Business,Sales & Marketing,Sales,,False,False,True
1394,Cloud Architect,Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",['Feste Anstellung'],,"['analytical', 'communication']",['cloud'],['degree'],"['economic', 'computer science']",IT,DevOps & Cloud,Cloud Engineering,,True,False,True
1395,It Network System Engineer,DATAGROUP,"Nürnberg, Neu-Isenburg",['Feste Anstellung'],"['german', 'english']",['management'],"['ansible', 'python', 'programming language', 'iac']",['bachelor'],['computer science'],Engineering,Industrial & Systems,Industrial & Systems,,True,False,True
1396,Inhouse Consultant Sap S 4 Manufacturing Logistics Iv,Bosch Gruppe,München,['Feste Anstellung'],"['german', 'english']","['analytical', 'management', 'communication']","['supply chain', 'sap']",,,Business,Procurement,Supply Chain,,True,False,True
1397,Auction Operations Manager Specialist,GlobalDairyTrade Europe GmbH,Berlin,['Feste Anstellung'],"['german', 'english']","['team player', 'analytical', 'management', 'communication']",['excel'],['degree'],"['economic', 'business']",Retail & Consumer,Inventory & Merchandising,Inventory & Merchandising,2y,True,True,False
1398,Supply Chain Manager,AUTO1 Group,Berlin,,"['german', 'english']","['analytical', 'management', 'communication', 'attention to detail']",['supply chain'],,,Business,Procurement,Supply Chain,5y,False,False,False
1399,Strategic Account Manager Bavarian Region Hamburg Hannover Region,K&P Computer Service- und Vertriebs GmbH,"Hamburg, Hannover, Bayern",['Feste Anstellung'],,"['management', 'communication', 'initiative']","['data foundation', 'hybrid/multi cloud']",,,Business,Sales & Marketing,Sales,3y,False,False,True
1400,Software Test Specialist,CONET Solutions GmbH,"Bonn, Frankfurt am Main, Berlin",['Feste Anstellung'],"['german', 'english']",['management'],['ci/cd'],['degree'],['computer science'],Engineering,Industrial & Systems,Industrial & Systems,,True,False,True
1401,Data Analyst Iv,Sparda-Bank Berlin eG,Berlin,['Feste Anstellung'],,['management'],"['sql', 'prince2', 'data foundation', 'programming language', 'database']",['degree'],"['economic', 'technical', 'computer science']",IT,Data & AI,Data Analysis,,True,False,True
1402,Electrical Control Systems Engineer,KLA-Tencor MIE GmbH,Weilburg,['Feste Anstellung'],,,[],"['bachelor', 'master', 'degree']",['engineering'],Engineering,Industrial & Systems,Industrial & Systems,3y,False,False,True
1403,Data Analyst Pharma Real World Evidence -,Insight Health GmbH & Co.KG,Waldems,['Feste Anstellung'],"['german', 'english']","['analytical', 'initiative']","['r', 'ms office', 'excel', 'programming language']",['degree'],['economic'],IT,Data & AI,Data Analysis,,True,False,True
1404,Application Engineer - Simulation Process Data Management -,ANSYS Germany GmbH,Darmstadt,['Feste Anstellung'],"['italian', 'spanish']","['time management', 'leadership', 'management', 'communication']",['data management'],"['certification', 'phd', 'degree']","['engineering', 'technical', 'business']",IT,Data & AI,Data Analysis,32y,True,False,True
1405,Account Manager,Ratiodata SE,Weida (Großraum Gera),['Feste Anstellung'],,,[],['degree'],"['technical', 'business']",Business,Sales & Marketing,Sales,,False,False,True
1406,It Operations Engineer Virtualization Data Management,Valentum Engineering GmbH,Erlangen,['Feste Anstellung'],"['german', 'english']",['analytical'],"['bash', 'python', 'powershell', 'programming language']",['degree'],"['computer science', 'business']",IT,Data & AI,Data Analysis,3y,False,False,True
1407,Project Management - Global It Transformation Project,ZEISS,Aalen (Baden-Württemberg),['Praktikum'],"['german', 'english']","['time management', 'management', 'communication']",['project management'],,,IT,Data & AI,Data Analysis,,False,False,True
1408,Project Manager Epcm Industry - Plant Construction Power Plant Process Industry,Drees & Sommer SE,"Stuttgart,Frankfurt am Main, München, Hamburg, Leipzig, Köln, Berlin",['Feste Anstellung'],,"['management', 'communication']",['programming language'],,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
1409,Spezialist Sustainability Management,Friedhelm Loh Group,Haiger,['Feste Anstellung'],"['german', 'english']","['team player', 'management', 'communication', 'initiative']",['programming language'],,,IT,Data & AI,Data Analysis,,True,False,True
1410,Business Development Manager - Dach,Mollie B.V.,"Munich, Berlin, Cologne, Kiel",['Feste Anstellung'],"['german', 'english']",['collaboration'],[],,,Business,Sales & Marketing,Sales,6y,True,False,True
1411,Solution Architect Plm Iot Software Solutions,CONTACT Software GmbH,"Home-Office, Bremen, Paderborn, Köln, Frankfurt, Karlsruhe, München, Ingolstadt, Wien",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['iot'],,,IT,IT Management,Enterprise Architecture,,True,False,True
1412,Manager Financial Services - Digital Audit Section,KPMG AG Wirtschaftsprüfungsgesellschaft,"Berlin, München, Köln, Hamburg, Frankfurt, Düsseldorf, Hannover, Bremen, Mannheim, Münster",['Feste Anstellung'],"['german', 'english']",,[],"['bachelor', ""master's"", 'degree']","['economic', 'it-related', 'technical', 'computer science']",IT,Data & AI,Data Analysis,5y,True,False,True
1413,Electrician Mechatronics Engineer Service Technician Field Residence Germany Throughout Germany,BWT Pharma & Biotech GmbH,bundesweit,['Feste Anstellung'],['english'],,[],,,Construction & Skilled Trades,Skilled Trades,Skilled Trades,,False,False,True
1414,Digital Solution Advisor Specialist Sap Business Technology Platform,SAP SE,"Walldorf, DE, 69190",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['sap'],['degree'],"['engineering', 'computer science', 'business']",IT,DevOps & Cloud,Cloud Engineering,,False,False,True
1415,Software Developer It Infrastructure Data Engineering,Ashampoo GmbH & Co. KG,"Oldenburg, Deutschland",['Feste Anstellung'],,"['communicates', 'analytical']","['java', 'kotlin', 'aws', 'azure', 'programming language']",,,IT,Software Development,Full-Stack Development,,True,False,True
1416,Consultant Microsoft Business Solutions Engineer,PRODYNA SE,"Hamburg, Berlin, Düsseldorf, Frankfurt, München, Stuttgart",['Feste Anstellung'],['english'],,['azure'],,,IT,DevOps & Cloud,DevOps Engineering,,False,False,True
1417,Data Processing,Rysta GmbH,"Mitte, Berlin, Deutschland","['Studentenjobs', 'Werkstudent']",,,"['javascript', 'sql', 'programming language', 'database']","[""bachelor's"", 'degree']",['technical'],IT,Data & AI,Data Analysis,,True,True,False
1418,Managers Program Research Development E-Mobility Energy Technology Program Iv,Bosch Gruppe,Gerlingen-Schillerhöhe,['Berufseinstieg/Trainee'],"['german', 'english']",,"['python', 'java', 'programming language']","['master', 'diploma', 'phd']","['engineering', 'technical', 'computer science']",IT,Data & AI,Data Analysis,,False,False,True
